,AF,CF,MF,ctrl,max_s
60,False,False,False,False,0.02747505104506
61,False,True,False,False,0.9886992991592324
62,False,False,False,False,0.0145214890946039
63,False,False,False,False,-0.0052956440722452
64,True,True,True,False,1.4338244112636085
65,False,False,False,False,-0.0369551204705873
66,False,True,False,False,0.9210999349007412
67,False,False,False,False,0.2200622760095636
68,True,True,True,False,1.4310174016092194
69,False,False,True,False,1.1708567785982575
70,False,False,True,False,1.401532922747172
71,False,False,True,False,1.021094767920372
72,False,False,True,False,0.9841800872947036
73,True,True,True,False,1.4266828779660583
74,False,False,False,False,-0.0060250951826392
75,False,False,False,False,0.0588008941066391
76,False,False,False,False,0.1710016721785615
77,False,False,True,False,0.838243981785324
78,False,False,True,False,1.4157935159886108
79,True,True,True,False,1.3977826732048282
80,False,False,True,False,1.4123377516049005
81,False,True,False,False,0.3936568710285957
82,True,True,False,False,1.2649129444039426
83,True,True,True,False,1.2629265100376956
84,False,False,False,False,0.2890996560919867
85,True,True,True,False,1.3587295572439504
86,True,True,True,False,1.414893848226153
87,True,True,True,False,1.4230501548620782
88,True,True,True,False,1.3216866458199663
89,True,True,True,False,1.215106402333667
90,True,True,True,False,1.3620673921928814
91,True,True,True,False,1.3324815842665798
92,True,True,True,False,1.259484694795672
93,True,True,True,False,1.2153909351564842
94,True,True,True,False,1.400570946558521
95,True,True,True,False,1.2463108347819318
96,False,False,False,False,-0.0008292659746836
97,True,True,True,False,1.3339519771158492
98,True,True,True,False,1.1129544859586522
99,True,True,True,False,1.2023708191798708
100,True,True,True,False,1.385223154659483
101,True,True,True,False,1.2541690614407812
102,False,False,False,False,0.2221425018559062
103,True,True,True,False,1.1200000972048396
104,True,True,False,False,1.0841475562798375
105,True,True,True,False,1.2132316067784394
106,True,True,True,False,1.308869700481894
107,True,True,True,False,1.245947176903956
108,True,True,True,False,1.4468366305082858
109,True,True,True,False,1.1735704160832334
110,True,True,False,False,0.8456543446338791
111,True,True,False,False,1.1892013669410093
112,True,True,False,False,0.9451199641433412
113,True,True,True,False,1.3945981801233998
114,True,True,False,False,1.1164244209788037
115,True,True,True,False,1.4772980705569214
116,True,True,True,False,1.2703994718849292
117,True,True,True,False,1.4251560940589958
118,True,True,True,False,1.43484694705075
119,True,True,False,False,1.1992607256810357
120,True,True,True,False,1.2606957381849937
121,True,True,True,False,1.431481972690683
122,False,False,True,False,0.9986931265352212
123,False,False,False,False,0.1772691286939496
124,False,False,True,False,1.1573767701234052
125,False,False,True,False,0.7671629317506024
126,False,False,False,False,0.1908737369221866
127,False,False,False,False,-0.0022183997825914
128,False,False,False,False,0.0933488860543477
129,True,True,True,False,1.3815186972885944
130,True,True,True,False,1.3994486771550172
131,False,False,False,False,0.0328029780175372
132,False,False,False,False,0.0028860836175004
133,False,False,False,False,0.0010643702896756
134,True,True,True,False,1.1718578043698398
135,False,False,False,False,-0.0020488170321588
136,True,True,True,False,1.1946793922626802
137,True,True,False,False,0.8339339383448559
138,False,True,True,False,0.6772827728673876
139,True,True,True,False,1.3823232182122291
140,False,False,False,False,0.0085132123470301
141,False,False,False,False,0.0996544549213618
142,False,False,False,False,-0.0052157518458206
143,False,False,False,False,0.0657214643248736
144,False,True,False,False,1.0913642234154874
145,False,False,False,False,0.0895503417420822
146,False,False,False,False,0.0206954277006035
147,False,False,False,False,0.0181749085375115
148,True,True,True,False,1.460922546698038
149,True,True,True,False,1.4542517176876182
150,True,True,True,False,0.8633157499994555
151,False,False,False,False,0.2783331075152425
152,False,False,False,False,0.0880289326287935
153,False,False,False,False,-0.0155571961532513
154,False,False,False,False,0.1851842894705812
155,False,False,False,False,0.0047095674476314
156,True,True,False,False,1.0734654709603686
157,True,True,True,False,1.0218048693542807
158,True,True,False,False,0.939032014808148
159,False,False,False,False,0.0306010695039529
160,False,False,False,False,0.2222528711636934
161,False,False,False,False,0.202871055163306
162,True,True,True,False,1.4817172944526178
163,True,True,True,False,1.4457430842928574
164,True,True,True,False,1.2779893441108
165,True,True,True,False,1.4537923707053415
166,False,True,False,False,1.0743160630711432
167,False,False,False,False,0.0241426906233907
168,True,True,True,False,1.1722365935860124
169,True,True,True,False,1.4258247516246216
170,False,True,False,False,1.2767312831743756
171,True,True,True,False,1.418733563050402
172,True,True,True,False,1.4429348322313933
173,True,True,True,False,1.2305678331604817
174,True,True,True,False,1.370572962623698
175,True,True,True,False,1.3557402034622643
176,True,True,True,False,1.299187483415083
